stint_id,race_id,driver_code,team,stint,compound,compound_rank,fresh_tyre,start_lap,end_lap,stint_laps,ended_in_pit,ran_to_flag,tyre_life_observed,caution_during_stint
2024_21_RUS_s3,2024_21,RUS,Mercedes,3,WET,WET,False,33.0,69.0,37.0,False,True,False,True
2024_21_SAI_s1,2024_21,SAI,Ferrari,1,WET,WET,True,1.0,27.0,27.0,True,False,True,True
2024_21_SAI_s2,2024_21,SAI,Ferrari,2,WET,WET,True,28.0,32.0,5.0,True,False,True,True
2024_21_SAI_s3,2024_21,SAI,Ferrari,3,WET,WET,False,33.0,39.0,7.0,False,False,False,True
2024_21_STR_s1,2024_21,STR,Aston Martin,1,WET,WET,True,1.0,1.0,1.0,False,False,False,True
2024_21_TSU_s1,2024_21,TSU,RB,1,WET,WET,False,1.0,28.0,28.0,True,False,True,True
2024_21_TSU_s2,2024_21,TSU,RB,2,WET,WET,True,29.0,32.0,4.0,True,False,True,True
2024_21_TSU_s3,2024_21,TSU,RB,3,WET,WET,False,33.0,69.0,37.0,False,True,False,True
2024_21_VER_s1,2024_21,VER,Red Bull Racing,1,WET,WET,True,1.0,32.0,32.0,True,False,True,True
2024_21_VER_s2,2024_21,VER,Red Bull Racing,2,WET,WET,True,33.0,69.0,37.0,False,True,False,True
2024_21_ZHO_s1,2024_21,ZHO,Kick Sauber,1,WET,WET,True,1.0,27.0,27.0,True,False,True,True
2024_21_ZHO_s2,2024_21,ZHO,Kick Sauber,2,WET,WET,True,28.0,28.0,1.0,True,False,True,True
2024_21_ZHO_s3,2024_21,ZHO,Kick Sauber,3,WET,WET,False,29.0,31.0,3.0,True,False,True,True
2024_21_ZHO_s4,2024_21,ZHO,Kick Sauber,4,WET,WET,True,32.0,32.0,1.0,True,False,True,True
2024_21_ZHO_s5,2024_21,ZHO,Kick Sauber,5,WET,WET,False,33.0,69.0,37.0,False,True,False,True
2024_22_ALB_s1,2024_22,ALB,Williams,1,MEDIUM,MIDDLE,True,1.0,9.0,9.0,True,False,True,False
2024_22_ALB_s2,2024_22,ALB,Williams,2,HARD,HARDEST,True,10.0,25.0,16.0,True,False,True,False
2024_22_ALO_s1,2024_22,ALO,Aston Martin,1,SOFT,SOFTEST,True,1.0,4.0,4.0,True,False,True,False
2024_22_ALO_s2,2024_22,ALO,Aston Martin,2,HARD,HARDEST,False,5.0,24.0,20.0,True,False,True,False
2024_22_ALO_s3,2024_22,ALO,Aston Martin,3,HARD,HARDEST,False,25.0,50.0,26.0,False,True,False,False
2024_22_BOT_s1,2024_22,BOT,Kick Sauber,1,HARD,HARDEST,True,1.0,17.0,17.0,True,False,True,False
2024_22_BOT_s2,2024_22,BOT,Kick Sauber,2,MEDIUM,MIDDLE,True,18.0,35.0,18.0,True,False,True,False
2024_22_BOT_s3,2024_22,BOT,Kick Sauber,3,HARD,HARDEST,True,36.0,49.0,14.0,False,True,False,False
2024_22_COL_s1,2024_22,COL,Williams,1,HARD,HARDEST,True,1.0,16.0,16.0,True,False,True,False
2024_22_COL_s2,2024_22,COL,Williams,2,MEDIUM,MIDDLE,True,17.0,26.0,10.0,True,False,True,False
2024_22_COL_s3,2024_22,COL,Williams,3,HARD,HARDEST,True,27.0,50.0,24.0,False,True,False,False
2024_22_GAS_s1,2024_22,GAS,Alpine,1,MEDIUM,MIDDLE,True,1.0,10.0,10.0,True,False,True,False
2024_22_GAS_s2,2024_22,GAS,Alpine,2,HARD,HARDEST,True,11.0,15.0,5.0,True,False,True,False
2024_22_HAM_s1,2024_22,HAM,Mercedes,1,MEDIUM,MIDDLE,True,1.0,13.0,13.0,True,False,True,False
2024_22_HAM_s2,2024_22,HAM,Mercedes,2,HARD,HARDEST,False,14.0,27.0,14.0,True,False,True,False
2024_22_HAM_s3,2024_22,HAM,Mercedes,3,HARD,HARDEST,False,28.0,50.0,23.0,False,True,False,False
2024_22_HUL_s1,2024_22,HUL,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,14.0,14.0,True,False,True,False
2024_22_HUL_s2,2024_22,HUL,Haas F1 Team,2,HARD,HARDEST,True,15.0,33.0,19.0,True,False,True,False
2024_22_HUL_s3,2024_22,HUL,Haas F1 Team,3,HARD,HARDEST,True,34.0,50.0,17.0,False,True,False,False
2024_22_LAW_s1,2024_22,LAW,RB,1,MEDIUM,MIDDLE,True,1.0,11.0,11.0,True,False,True,False
2024_22_LAW_s2,2024_22,LAW,RB,2,HARD,HARDEST,False,12.0,38.0,27.0,True,False,True,False
2024_22_LAW_s3,2024_22,LAW,RB,3,HARD,HARDEST,False,39.0,50.0,12.0,False,True,False,False
2024_22_LEC_s1,2024_22,LEC,Ferrari,1,MEDIUM,MIDDLE,True,1.0,9.0,9.0,True,False,True,False
2024_22_LEC_s2,2024_22,LEC,Ferrari,2,HARD,HARDEST,True,10.0,31.0,22.0,True,False,True,False
2024_22_LEC_s3,2024_22,LEC,Ferrari,3,HARD,HARDEST,True,32.0,50.0,19.0,False,True,False,False
2024_22_MAG_s1,2024_22,MAG,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,17.0,17.0,True,False,True,False
2024_22_MAG_s2,2024_22,MAG,Haas F1 Team,2,HARD,HARDEST,True,18.0,50.0,33.0,False,True,False,False
2024_22_NOR_s1,2024_22,NOR,McLaren,1,MEDIUM,MIDDLE,True,1.0,9.0,9.0,True,False,True,False
2024_22_NOR_s2,2024_22,NOR,McLaren,2,HARD,HARDEST,True,10.0,30.0,21.0,True,False,True,False
2024_22_NOR_s3,2024_22,NOR,McLaren,3,HARD,HARDEST,True,31.0,48.0,18.0,True,False,True,False
2024_22_NOR_s4,2024_22,NOR,McLaren,4,SOFT,SOFTEST,False,49.0,50.0,2.0,False,True,False,False
2024_22_OCO_s1,2024_22,OCO,Alpine,1,MEDIUM,MIDDLE,True,1.0,11.0,11.0,True,False,True,False
2024_22_OCO_s2,2024_22,OCO,Alpine,2,MEDIUM,MIDDLE,False,12.0,12.0,1.0,True,False,True,False
2024_22_OCO_s3,2024_22,OCO,Alpine,3,HARD,HARDEST,True,13.0,45.0,33.0,True,False,True,False
2024_22_OCO_s4,2024_22,OCO,Alpine,4,SOFT,SOFTEST,True,46.0,49.0,4.0,False,True,False,False
2024_22_PER_s1,2024_22,PER,Red Bull Racing,1,HARD,HARDEST,True,1.0,17.0,17.0,True,False,True,False
2024_22_PER_s2,2024_22,PER,Red Bull Racing,2,MEDIUM,MIDDLE,True,18.0,32.0,15.0,True,False,True,False
2024_22_PER_s3,2024_22,PER,Red Bull Racing,3,HARD,HARDEST,True,33.0,50.0,18.0,False,True,False,False
2024_22_PIA_s1,2024_22,PIA,McLaren,1,MEDIUM,MIDDLE,True,1.0,10.0,10.0,True,False,True,False
2024_22_PIA_s2,2024_22,PIA,McLaren,2,HARD,HARDEST,True,11.0,25.0,15.0,True,False,True,False
2024_22_PIA_s3,2024_22,PIA,McLaren,3,HARD,HARDEST,True,26.0,50.0,25.0,False,True,False,False
2024_22_RUS_s1,2024_22,RUS,Mercedes,1,MEDIUM,MIDDLE,False,1.0,12.0,12.0,True,False,True,False
2024_22_RUS_s2,2024_22,RUS,Mercedes,2,HARD,HARDEST,False,13.0,32.0,20.0,True,False,True,False
2024_22_RUS_s3,2024_22,RUS,Mercedes,3,HARD,HARDEST,False,33.0,50.0,18.0,False,True,False,False
2024_22_SAI_s1,2024_22,SAI,Ferrari,1,MEDIUM,MIDDLE,True,1.0,10.0,10.0,True,False,True,False
2024_22_SAI_s2,2024_22,SAI,Ferrari,2,HARD,HARDEST,True,11.0,28.0,18.0,True,False,True,False
2024_22_SAI_s3,2024_22,SAI,Ferrari,3,HARD,HARDEST,True,29.0,50.0,22.0,False,True,False,False
2024_22_STR_s1,2024_22,STR,Aston Martin,1,MEDIUM,MIDDLE,False,1.0,9.0,9.0,True,False,True,False
2024_22_STR_s2,2024_22,STR,Aston Martin,2,HARD,HARDEST,False,10.0,28.0,19.0,True,False,True,False
2024_22_STR_s3,2024_22,STR,Aston Martin,3,HARD,HARDEST,False,29.0,50.0,22.0,False,True,False,False
2024_22_TSU_s1,2024_22,TSU,RB,1,MEDIUM,MIDDLE,True,1.0,10.0,10.0,True,False,True,False
2024_22_TSU_s2,2024_22,TSU,RB,2,HARD,HARDEST,False,11.0,29.0,19.0,True,False,True,False
2024_22_TSU_s3,2024_22,TSU,RB,3,HARD,HARDEST,False,30.0,50.0,21.0,False,True,False,False
2024_22_VER_s1,2024_22,VER,Red Bull Racing,1,MEDIUM,MIDDLE,True,1.0,11.0,11.0,True,False,True,False
2024_22_VER_s2,2024_22,VER,Red Bull Racing,2,HARD,HARDEST,True,12.0,27.0,16.0,True,False,True,False
2024_22_VER_s3,2024_22,VER,Red Bull Racing,3,HARD,HARDEST,True,28.0,50.0,23.0,False,True,False,False
2024_22_ZHO_s1,2024_22,ZHO,Kick Sauber,1,MEDIUM,MIDDLE,False,1.0,11.0,11.0,True,False,True,False
2024_22_ZHO_s2,2024_22,ZHO,Kick Sauber,2,HARD,HARDEST,False,12.0,34.0,23.0,True,False,True,False
2024_22_ZHO_s3,2024_22,ZHO,Kick Sauber,3,HARD,HARDEST,True,35.0,50.0,16.0,False,True,False,False
2024_23_ALB_s1,2024_23,ALB,Williams,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_ALB_s2,2024_23,ALB,Williams,2,SOFT,SOFTEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_ALB_s3,2024_23,ALB,Williams,3,SOFT,SOFTEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_ALB_s4,2024_23,ALB,Williams,4,SOFT,SOFTEST,False,38.0,55.0,18.0,True,False,True,True
2024_23_ALB_s5,2024_23,ALB,Williams,5,SOFT,SOFTEST,True,56.0,56.0,1.0,False,True,False,False
2024_23_ALO_s1,2024_23,ALO,Aston Martin,1,MEDIUM,MIDDLE,False,1.0,35.0,35.0,True,False,True,True
2024_23_ALO_s2,2024_23,ALO,Aston Martin,2,HARD,HARDEST,False,36.0,36.0,1.0,True,False,True,True
2024_23_ALO_s3,2024_23,ALO,Aston Martin,3,MEDIUM,MIDDLE,False,37.0,37.0,1.0,True,False,True,True
2024_23_ALO_s4,2024_23,ALO,Aston Martin,4,MEDIUM,MIDDLE,False,38.0,57.0,20.0,False,True,False,True
2024_23_BOT_s1,2024_23,BOT,Kick Sauber,1,MEDIUM,MIDDLE,True,1.0,24.0,24.0,True,False,True,True
2024_23_BOT_s2,2024_23,BOT,Kick Sauber,2,HARD,HARDEST,False,25.0,35.0,11.0,True,False,True,True
2024_23_BOT_s3,2024_23,BOT,Kick Sauber,3,MEDIUM,MIDDLE,False,36.0,36.0,1.0,True,False,True,True
2024_23_BOT_s4,2024_23,BOT,Kick Sauber,4,MEDIUM,MIDDLE,False,37.0,57.0,21.0,False,True,False,True
2024_23_COL_s1,2024_23,COL,Williams,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,False,False,False,True
2024_23_GAS_s1,2024_23,GAS,Alpine,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_GAS_s2,2024_23,GAS,Alpine,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_GAS_s3,2024_23,GAS,Alpine,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_GAS_s4,2024_23,GAS,Alpine,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_HAM_s1,2024_23,HAM,Mercedes,1,MEDIUM,MIDDLE,True,1.0,34.0,34.0,True,False,True,True
2024_23_HAM_s2,2024_23,HAM,Mercedes,2,HARD,HARDEST,False,35.0,35.0,1.0,True,False,True,True
2024_23_HAM_s3,2024_23,HAM,Mercedes,3,HARD,HARDEST,False,36.0,36.0,1.0,True,False,True,True
2024_23_HAM_s4,2024_23,HAM,Mercedes,4,HARD,HARDEST,False,37.0,47.0,11.0,True,False,True,True
2024_23_HAM_s5,2024_23,HAM,Mercedes,5,HARD,HARDEST,False,48.0,57.0,10.0,False,True,False,False
2024_23_HUL_s1,2024_23,HUL,Haas F1 Team,1,HARD,HARDEST,True,1.0,1.0,1.0,True,False,True,True
2024_23_HUL_s2,2024_23,HUL,Haas F1 Team,2,HARD,HARDEST,True,2.0,31.0,30.0,True,False,True,True
2024_23_HUL_s3,2024_23,HUL,Haas F1 Team,3,MEDIUM,MIDDLE,True,32.0,36.0,5.0,True,False,True,True
2024_23_HUL_s4,2024_23,HUL,Haas F1 Team,4,MEDIUM,MIDDLE,False,37.0,37.0,1.0,True,False,True,True
2024_23_HUL_s5,2024_23,HUL,Haas F1 Team,5,MEDIUM,MIDDLE,False,38.0,40.0,3.0,False,False,False,True
2024_23_LAW_s1,2024_23,LAW,RB,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_LAW_s2,2024_23,LAW,RB,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_LAW_s3,2024_23,LAW,RB,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_LAW_s4,2024_23,LAW,RB,4,HARD,HARDEST,False,38.0,40.0,3.0,True,False,True,True
2024_23_LAW_s5,2024_23,LAW,RB,5,SOFT,SOFTEST,True,41.0,57.0,17.0,False,True,False,True
2024_23_LEC_s1,2024_23,LEC,Ferrari,1,MEDIUM,MIDDLE,False,1.0,35.0,35.0,True,False,True,True
2024_23_LEC_s2,2024_23,LEC,Ferrari,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_LEC_s3,2024_23,LEC,Ferrari,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_LEC_s4,2024_23,LEC,Ferrari,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_MAG_s1,2024_23,MAG,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,27.0,27.0,True,False,True,True
2024_23_MAG_s2,2024_23,MAG,Haas F1 Team,2,HARD,HARDEST,True,28.0,36.0,9.0,True,False,True,True
2024_23_MAG_s3,2024_23,MAG,Haas F1 Team,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_MAG_s4,2024_23,MAG,Haas F1 Team,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_NOR_s1,2024_23,NOR,McLaren,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_NOR_s2,2024_23,NOR,McLaren,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_NOR_s3,2024_23,NOR,McLaren,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_NOR_s4,2024_23,NOR,McLaren,4,HARD,HARDEST,False,38.0,45.0,8.0,True,False,True,True
2024_23_NOR_s5,2024_23,NOR,McLaren,5,HARD,HARDEST,False,46.0,57.0,12.0,False,True,False,False
2024_23_OCO_s1,2024_23,OCO,Alpine,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,False,False,False,True
2024_23_PER_s1,2024_23,PER,Red Bull Racing,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_PER_s2,2024_23,PER,Red Bull Racing,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_PER_s3,2024_23,PER,Red Bull Racing,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_PER_s4,2024_23,PER,Red Bull Racing,4,HARD,HARDEST,False,38.0,39.0,2.0,False,False,False,True
2024_23_PIA_s1,2024_23,PIA,McLaren,1,MEDIUM,MIDDLE,True,1.0,34.0,34.0,True,False,True,True
2024_23_PIA_s2,2024_23,PIA,McLaren,2,HARD,HARDEST,True,35.0,36.0,2.0,True,False,True,True
2024_23_PIA_s3,2024_23,PIA,McLaren,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_PIA_s4,2024_23,PIA,McLaren,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_RUS_s1,2024_23,RUS,Mercedes,1,MEDIUM,MIDDLE,False,1.0,23.0,23.0,True,False,True,True
2024_23_RUS_s2,2024_23,RUS,Mercedes,2,HARD,HARDEST,True,24.0,35.0,12.0,True,False,True,True
2024_23_RUS_s3,2024_23,RUS,Mercedes,3,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_RUS_s4,2024_23,RUS,Mercedes,4,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_RUS_s5,2024_23,RUS,Mercedes,5,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_SAI_s1,2024_23,SAI,Ferrari,1,MEDIUM,MIDDLE,False,1.0,34.0,34.0,True,False,True,True
2024_23_SAI_s2,2024_23,SAI,Ferrari,2,HARD,HARDEST,True,35.0,36.0,2.0,True,False,True,True
2024_23_SAI_s3,2024_23,SAI,Ferrari,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_SAI_s4,2024_23,SAI,Ferrari,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_STR_s1,2024_23,STR,Aston Martin,1,MEDIUM,MIDDLE,False,1.0,1.0,1.0,True,False,True,True
2024_23_STR_s2,2024_23,STR,Aston Martin,2,HARD,HARDEST,False,2.0,7.0,6.0,True,False,True,True
2024_23_STR_s3,2024_23,STR,Aston Martin,3,HARD,HARDEST,True,8.0,8.0,1.0,True,False,True,False
2024_23_TSU_s1,2024_23,TSU,RB,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_TSU_s2,2024_23,TSU,RB,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_TSU_s3,2024_23,TSU,RB,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_TSU_s4,2024_23,TSU,RB,4,HARD,HARDEST,False,38.0,40.0,3.0,True,False,True,True
2024_23_TSU_s5,2024_23,TSU,RB,5,SOFT,SOFTEST,True,41.0,57.0,17.0,False,True,False,True
2024_23_VER_s1,2024_23,VER,Red Bull Racing,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_VER_s2,2024_23,VER,Red Bull Racing,2,HARD,HARDEST,True,36.0,36.0,1.0,True,False,True,True
2024_23_VER_s3,2024_23,VER,Red Bull Racing,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_VER_s4,2024_23,VER,Red Bull Racing,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_23_ZHO_s1,2024_23,ZHO,Kick Sauber,1,MEDIUM,MIDDLE,True,1.0,35.0,35.0,True,False,True,True
2024_23_ZHO_s2,2024_23,ZHO,Kick Sauber,2,HARD,HARDEST,False,36.0,36.0,1.0,True,False,True,True
2024_23_ZHO_s3,2024_23,ZHO,Kick Sauber,3,HARD,HARDEST,False,37.0,37.0,1.0,True,False,True,True
2024_23_ZHO_s4,2024_23,ZHO,Kick Sauber,4,HARD,HARDEST,False,38.0,57.0,20.0,False,True,False,True
2024_24_ALB_s1,2024_24,ALB,Williams,1,MEDIUM,MIDDLE,True,1.0,12.0,12.0,True,False,True,True
2024_24_ALB_s2,2024_24,ALB,Williams,2,HARD,HARDEST,True,13.0,57.0,45.0,False,True,False,True
2024_24_ALO_s1,2024_24,ALO,Aston Martin,1,MEDIUM,MIDDLE,False,1.0,13.0,13.0,True,False,True,True
2024_24_ALO_s2,2024_24,ALO,Aston Martin,2,HARD,HARDEST,False,14.0,37.0,24.0,True,False,True,True
2024_24_ALO_s3,2024_24,ALO,Aston Martin,3,HARD,HARDEST,False,38.0,58.0,21.0,False,True,False,True
2024_24_BOT_s1,2024_24,BOT,Kick Sauber,1,MEDIUM,MIDDLE,True,1.0,6.0,6.0,True,False,True,True
2024_24_BOT_s2,2024_24,BOT,Kick Sauber,2,HARD,HARDEST,True,7.0,30.0,24.0,True,False,True,True
2024_24_COL_s1,2024_24,COL,Williams,1,MEDIUM,MIDDLE,True,1.0,3.0,3.0,True,False,True,True
2024_24_COL_s2,2024_24,COL,Williams,2,HARD,HARDEST,True,4.0,26.0,23.0,True,False,True,False
2024_24_DOO_s1,2024_24,DOO,Alpine,1,MEDIUM,MIDDLE,True,1.0,22.0,22.0,True,False,True,True
2024_24_DOO_s2,2024_24,DOO,Alpine,2,HARD,HARDEST,True,23.0,57.0,35.0,False,True,False,True
2024_24_GAS_s1,2024_24,GAS,Alpine,1,MEDIUM,MIDDLE,True,1.0,14.0,14.0,True,False,True,True
2024_24_GAS_s2,2024_24,GAS,Alpine,2,HARD,HARDEST,True,15.0,58.0,44.0,False,True,False,True
2024_24_HAM_s1,2024_24,HAM,Mercedes,1,HARD,HARDEST,True,1.0,34.0,34.0,True,False,True,True
2024_24_HAM_s2,2024_24,HAM,Mercedes,2,MEDIUM,MIDDLE,False,35.0,58.0,24.0,False,True,False,True
2024_24_HUL_s1,2024_24,HUL,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,13.0,13.0,True,False,True,True
2024_24_HUL_s2,2024_24,HUL,Haas F1 Team,2,HARD,HARDEST,True,14.0,58.0,45.0,False,True,False,True
2024_24_LAW_s1,2024_24,LAW,RB,1,MEDIUM,MIDDLE,True,1.0,23.0,23.0,True,False,True,True
2024_24_LAW_s2,2024_24,LAW,RB,2,HARD,HARDEST,True,24.0,24.0,1.0,True,False,True,False
2024_24_LAW_s3,2024_24,LAW,RB,3,HARD,HARDEST,False,25.0,29.0,5.0,True,False,True,False
2024_24_LAW_s4,2024_24,LAW,RB,4,HARD,HARDEST,False,30.0,56.0,27.0,False,False,False,True
2024_24_LEC_s1,2024_24,LEC,Ferrari,1,MEDIUM,MIDDLE,True,1.0,20.0,20.0,True,False,True,True
2024_24_LEC_s2,2024_24,LEC,Ferrari,2,HARD,HARDEST,True,21.0,58.0,38.0,False,True,False,True
2024_24_MAG_s1,2024_24,MAG,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,12.0,12.0,True,False,True,True
2024_24_MAG_s2,2024_24,MAG,Haas F1 Team,2,HARD,HARDEST,True,13.0,29.0,17.0,True,False,True,False
2024_24_MAG_s3,2024_24,MAG,Haas F1 Team,3,HARD,HARDEST,True,30.0,30.0,1.0,True,False,True,True
2024_24_MAG_s4,2024_24,MAG,Haas F1 Team,4,SOFT,SOFTEST,True,31.0,55.0,25.0,True,False,True,False
2024_24_MAG_s5,2024_24,MAG,Haas F1 Team,5,SOFT,SOFTEST,False,56.0,57.0,2.0,False,True,False,True
2024_24_NOR_s1,2024_24,NOR,McLaren,1,MEDIUM,MIDDLE,True,1.0,26.0,26.0,True,False,True,True
2024_24_NOR_s2,2024_24,NOR,McLaren,2,HARD,HARDEST,True,27.0,58.0,32.0,False,True,False,True
2024_24_PER_s1,2024_24,PER,Red Bull Racing,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,False,False,False,True
2024_24_PIA_s1,2024_24,PIA,McLaren,1,MEDIUM,MIDDLE,True,1.0,4.0,4.0,True,False,True,True
2024_24_PIA_s2,2024_24,PIA,McLaren,2,HARD,HARDEST,True,5.0,32.0,28.0,True,False,True,True
2024_24_PIA_s3,2024_24,PIA,McLaren,3,HARD,HARDEST,True,33.0,58.0,26.0,False,True,False,True
2024_24_RUS_s1,2024_24,RUS,Mercedes,1,MEDIUM,MIDDLE,False,1.0,26.0,26.0,True,False,True,True
2024_24_RUS_s2,2024_24,RUS,Mercedes,2,HARD,HARDEST,True,27.0,58.0,32.0,False,True,False,True
2024_24_SAI_s1,2024_24,SAI,Ferrari,1,MEDIUM,MIDDLE,True,1.0,25.0,25.0,True,False,True,True
2024_24_SAI_s2,2024_24,SAI,Ferrari,2,HARD,HARDEST,True,26.0,58.0,33.0,False,True,False,True
2024_24_STR_s1,2024_24,STR,Aston Martin,1,MEDIUM,MIDDLE,False,1.0,11.0,11.0,True,False,True,True
2024_24_STR_s2,2024_24,STR,Aston Martin,2,HARD,HARDEST,False,12.0,32.0,21.0,True,False,True,True
2024_24_STR_s3,2024_24,STR,Aston Martin,3,HARD,HARDEST,False,33.0,57.0,25.0,False,True,False,True
2024_24_TSU_s1,2024_24,TSU,RB,1,MEDIUM,MIDDLE,True,1.0,22.0,22.0,True,False,True,True
2024_24_TSU_s2,2024_24,TSU,RB,2,HARD,HARDEST,True,23.0,57.0,35.0,False,True,False,True
2024_24_VER_s1,2024_24,VER,Red Bull Racing,1,MEDIUM,MIDDLE,True,1.0,29.0,29.0,True,False,True,True
2024_24_VER_s2,2024_24,VER,Red Bull Racing,2,HARD,HARDEST,True,30.0,58.0,29.0,False,True,False,True
2024_24_ZHO_s1,2024_24,ZHO,Kick Sauber,1,MEDIUM,MIDDLE,True,1.0,12.0,12.0,True,False,True,True
2024_24_ZHO_s2,2024_24,ZHO,Kick Sauber,2,HARD,HARDEST,True,13.0,39.0,27.0,True,False,True,True
2024_24_ZHO_s3,2024_24,ZHO,Kick Sauber,3,HARD,HARDEST,True,40.0,57.0,18.0,False,True,False,True
2025_01_ALB_s1,2025_01,ALB,Williams,1,WET,WET,True,1.0,2.0,2.0,True,False,True,True
2025_01_ALB_s2,2025_01,ALB,Williams,2,WET,WET,True,3.0,3.0,1.0,True,False,True,True
2025_01_ALB_s3,2025_01,ALB,Williams,3,WET,WET,False,4.0,4.0,1.0,True,False,True,True
2025_01_ALB_s4,2025_01,ALB,Williams,4,WET,WET,False,5.0,33.0,29.0,True,False,True,True
2025_01_ALB_s5,2025_01,ALB,Williams,5,MEDIUM,SOFTEST,True,34.0,44.0,11.0,True,False,True,True
2025_01_ALB_s6,2025_01,ALB,Williams,6,WET,WET,True,45.0,57.0,13.0,False,True,False,True
2025_01_ALO_s1,2025_01,ALO,Aston Martin,1,WET,WET,True,1.0,2.0,2.0,True,False,True,True
2025_01_ALO_s2,2025_01,ALO,Aston Martin,2,WET,WET,False,3.0,3.0,1.0,True,False,True,True
2025_01_ALO_s3,2025_01,ALO,Aston Martin,3,WET,WET,False,4.0,4.0,1.0,True,False,True,True
2025_01_ALO_s4,2025_01,ALO,Aston Martin,4,WET,WET,False,5.0,33.0,29.0,False,False,False,True
2025_01_ANT_s1,2025_01,ANT,Mercedes,1,WET,WET,True,1.0,2.0,2.0,True,False,True,True
2025_01_ANT_s2,2025_01,ANT,Mercedes,2,WET,WET,False,3.0,3.0,1.0,True,False,True,True
2025_01_ANT_s3,2025_01,ANT,Mercedes,3,WET,WET,False,4.0,4.0,1.0,True,False,True,True
2025_01_ANT_s4,2025_01,ANT,Mercedes,4,WET,WET,False,5.0,33.0,29.0,True,False,True,True
2025_01_ANT_s5,2025_01,ANT,Mercedes,5,HARD,MIDDLE,True,34.0,44.0,11.0,True,False,True,True
2025_01_ANT_s6,2025_01,ANT,Mercedes,6,WET,WET,True,45.0,57.0,13.0,False,True,False,True
2025_01_BEA_s1,2025_01,BEA,Haas F1 Team,1,WET,WET,False,1.0,2.0,2.0,True,False,True,True
2025_01_BEA_s2,2025_01,BEA,Haas F1 Team,2,WET,WET,False,3.0,3.0,1.0,True,False,True,True
2025_01_BEA_s3,2025_01,BEA,Haas F1 Team,3,WET,WET,False,4.0,4.0,1.0,True,False,True,True
2025_01_BEA_s4,2025_01,BEA,Haas F1 Team,4,WET,WET,False,5.0,39.0,35.0,True,False,True,True
2025_01_BEA_s5,2025_01,BEA,Haas F1 Team,5,MEDIUM,SOFTEST,True,40.0,44.0,,True,False,True,True
2025_01_BEA_s6,2025_01,BEA,Haas F1 Team,6,WET,WET,True,45.0,57.0,13.0,False,True,False,True
2025_01_BOR_s1,2025_01,BOR,Kick Sauber,1,WET,WET,True,1.0,2.0,2.0,True,False,True,True
